Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),Smoking (deaths),Secondhand smoke (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),No access to handwashing facility (deaths),Poor sanitation (deaths),Unsafe water source (deaths),Unsafe sex (deaths),Low physical activity (deaths),Diet low in vegetables (deaths),Diet low in fruits (deaths),High cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths),High body-mass index (obesity) (deaths)
Grenada,GRD,1990,0.000858679580787,1.6092590716,0.51015648501,17.8572163271,16.9539637743,5.9801347435,22.6847109258,23.7867104312,2.54329894108,0.652874892618,0.792822363161,2.58856758937,17.4417650302,20.3173961265,19.9086800428,34.7407669396,104.620266799,78.4801335325,32.8606705955
Grenada,GRD,1995,0.000922526749107,1.80793284355,0.699264329223,18.3293034988,17.2255730989,7.07366078258,12.3512025265,24.8107423525,2.45189752324,0.617230995746,0.777348191076,3.3195040151,18.1853827555,20.4924999876,20.3043781747,36.3443951664,109.425909393,93.2142755192,39.0119825331
Grenada,GRD,2000,0.00087026535159,2.31202381476,1.0967960405,18.3056900346,18.8431481638,7.85866426456,7.537516624,24.6131165636,2.30546065564,0.421470806357,0.562462481347,3.93650095332,17.3384188211,18.9744893715,19.8999752488,34.5312525782,110.389950392,112.706393649,46.6996977084
Grenada,GRD,2005,0.000763395307389,2.77254811122,1.31985808036,17.3232762568,20.0840807152,7.89043414366,4.58105593866,22.9618304655,2.14379622048,0.329787160967,0.483300108062,4.47676077885,18.095569157,18.5371343683,18.7787174366,36.5778545194,116.839431628,127.277604481,52.9419051813
Grenada,GRD,2006,0.000745166727823,2.72160118565,1.33651765229,16.7252066748,20.0431256666,7.89253261307,4.14286138328,22.1411873054,2.07029764111,0.316683096571,0.473969092194,4.51299148486,17.8981221528,18.2996749032,18.3864970304,36.3907552777,116.225158353,126.508960426,52.8441111671
Grenada,GRD,2010,0.000763760558034,2.84512399958,1.49545817844,15.065023429,19.0455025571,7.49140575641,2.98193916119,19.2087424913,1.94538247664,0.276525998794,0.444840245349,4.66342536794,17.1877419543,17.0924997794,16.8805374926,34.8723578041,113.423075133,122.894659118,53.789290528
Grenada,GRD,2016,0.00101981039864,2.98322049,1.8012873421,14.7610118769,19.6068657617,6.58696816492,1.9694067429,22.1434894252,1.86800547312,0.262692868627,0.449480617144,4.20966588424,16.6079846554,16.4184600401,15.9951261624,33.7554274557,113.145540775,117.373291856,54.1935509871
Guam,GUM,1990,0.000460416043407,1.15739276706,0.16414814786,-0.410462651901,27.4214646569,3.51046055225,2.4005755154,6.07211138383,0.159553399513,0.126573463584,0.228347646845,0.466310212383,7.53577849874,7.39442606177,4.39618220346,20.327727887,56.7400788353,41.3850213729,23.1281486151
Guam,GUM,1995,0.000588347395296,1.55467848129,0.269556814099,-0.520466957687,34.5101318706,4.37381621542,2.64089957872,7.85330955236,0.185178253024,0.142817311813,0.257960125383,0.670666702823,9.94268988525,9.22939809647,5.09726527296,25.8521111852,75.0611114874,56.3037248843,33.2334649458
Guam,GUM,2000,0.000684914215275,2.13364089705,0.307765224583,-1.30193866286,45.7719500396,5.84633483187,3.41178015714,11.4423310845,0.250213968322,0.159640334626,0.30157984346,0.746866867268,14.7469750529,12.5862199662,6.1228026119,36.1591104775,97.9579757947,82.6397263376,43.9846293633
Guam,GUM,2005,0.000859200780075,3.12623730582,0.427630100686,-1.84616841906,59.953504816,7.83923888516,4.72839955295,15.5549533411,0.327787597248,0.19071687653,0.369360282382,0.880992293703,20.0926606419,16.3128070704,7.10342774947,49.050115041,128.877578994,113.120759225,61.8545572525
Guam,GUM,2006,0.000905725617887,3.33654773346,0.444425050334,-1.96517072041,63.6161582458,8.33282536563,5.02118954716,15.9264089549,0.344529981032,0.197983956245,0.384136295075,0.899493174737,21.2682913365,17.2233445727,7.39110189517,52.0387589076,136.988531879,120.196820302,66.4446691774
Guam,GUM,2010,0.00106877092215,4.33272235825,0.557480891687,-2.95496030672,81.5077305847,10.5994590207,6.48171715769,18.4963196251,0.42281879465,0.237122857558,0.462433497299,1.10316106382,27.6313608734,21.9070488838,8.97981575448,68.3879899145,175.210055692,154.767915635,86.8324584789
Guam,GUM,2016,0.00130436079073,5.5931548416,0.774838703087,-3.97112108203,101.482743545,12.7885202846,7.03891395202,26.2579154791,0.52172108194,0.296943881677,0.57688854368,1.5818406644,34.750538767,27.0034624379,10.9552468709,86.3365304508,219.385839139,196.336068852,108.955779115
Guatemala,GTM,1990,0.0367677359549,96.80481613,30.691273012,677.716714966,440.133538812,183.718877351,1580.69100905,1015.47219741,478.256289758,593.000009409,637.089854454,52.4141142712,178.691634278,433.615708356,383.115639895,857.393384936,2055.53963613,1130.04332511,516.387582598
Guatemala,GTM,1995,0.0397202482323,123.871000211,54.6453833172,795.027794619,559.434769614,212.05697155,1727.05482443,1204.75009792,403.323955756,428.042656062,463.787924361,69.1153198246,212.786110503,488.304652829,456.651193289,980.490602841,2341.60678364,1661.02501386,678.904590126
Guatemala,GTM,2000,0.0436969056024,141.260885839,112.276985032,942.502950864,715.097586456,246.806578374,1905.89661743,1428.56577144,379.037094223,349.04663295,396.712244081,114.039942961,236.385277873,512.286613077,522.652596224,1055.91071008,2569.03774366,2486.37279598,930.617518645
Guatemala,GTM,2005,0.050953072238,184.779297486,156.388563159,1154.33414373,807.987272864,275.637434992,2078.39319866,1581.34395906,371.441697222,339.838717827,382.504133947,162.596460939,285.335655433,570.894677383,614.993514721,1265.73342422,3163.84316545,3736.9613588,1614.46062196
Guatemala,GTM,2006,0.0522869151489,188.122999984,161.075545659,1176.2842916,784.108606858,277.870531696,2072.05544926,1562.45909499,362.938789667,333.900174207,374.684759604,168.316294414,296.332795241,586.237654269,632.601515838,1315.91022528,3305.7029432,3952.11552828,1753.98514448
Guatemala,GTM,2010,0.075550767802,243.542578003,195.732548249,1330.87431036,768.558252509,315.077814527,2088.60665166,1590.14649901,349.087880116,319.21052905,358.652024093,192.476261873,366.515328005,698.352406946,751.750060747,1608.99975547,4192.85154549,5015.21424269,2434.6003401
Guatemala,GTM,2016,0.120837289457,302.254453132,272.528683986,1592.6561634,900.60560188,370.408965667,2020.93186428,1906.07905236,352.73262176,304.912942797,349.303617462,209.399870471,475.131757212,880.292512525,924.928681387,2089.45006299,5457.75943728,6424.59709535,3397.50413983
Guinea,GIN,1990,0.187966967645,137.822243951,2.39160652566,26.8434600644,326.201391739,114.974357341,1470.10592326,652.416217199,565.020564691,622.193352804,713.426776973,80.5058953823,218.374837999,261.373358178,184.91449323,401.4216009,1701.46955817,639.986868443,231.194000826
Guinea,GIN,1995,0.286137694515,203.228693161,4.00656696169,31.6591045419,484.214918015,161.192401231,2065.48431725,927.580522144,789.906482916,840.182610765,958.986326489,124.031280704,305.014854512,380.654845129,286.01986255,577.926513,2333.21647759,941.189334248,364.40747797
Guinea,GIN,2000,0.302390216228,230.543836215,6.33656245232,30.6535355314,581.118364695,174.154887964,2412.70993291,1092.25288966,901.237945588,928.724580746,1059.11225669,161.267578004,369.996058065,474.774626106,355.518477183,678.923911417,2732.92560768,1155.0624304,463.892181456
Guinea,GIN,2005,0.297192978143,231.974488991,8.93122879519,30.4273381541,587.650030655,160.578343951,2501.76329957,1057.28099478,876.391892125,863.272132367,999.241825244,186.919913261,391.605901059,521.620753903,377.868893149,704.815429717,2891.35366958,1270.55314447,526.137840064
Guinea,GIN,2006,0.298498286584,236.620029655,9.32760625765,30.5596448684,603.697323507,167.757858725,2568.27145535,1101.79029685,872.073146731,843.559134172,980.633039972,188.877808073,404.91306127,541.036782758,394.217250269,727.941855738,2986.77783539,1315.61291867,558.805504874
Guinea,GIN,2010,0.295283095534,256.118228116,10.2114994185,32.4291002392,680.632820122,185.970808702,2827.86731148,1291.83007934,826.829582394,721.998762809,856.19570537,167.592314113,462.300051947,613.823343753,473.935057148,827.549301932,3363.52498114,1512.542214,708.780565554
Guinea,GIN,2016,0.290890400736,294.262190931,12.3930920339,24.4515530897,769.597178039,208.321031185,3191.41348349,1811.09973109,815.309408704,629.354473174,769.968901505,168.399167787,537.274734275,714.347649878,560.835331526,992.564567993,3954.49494937,1807.87438633,941.277610564
Guinea-Bissau,GNB,1990,0.054271448852,33.9500897879,0.562511586076,96.9019630649,120.54462291,25.5744400705,405.525885106,207.861700803,120.370245641,127.585143841,148.200407524,15.2860761828,63.8529239508,108.075076404,107.237408748,119.055999723,472.191992937,187.217277186,94.9704467908
Guinea-Bissau,GNB,1995,0.0653078487001,41.6718021997,0.773564580053,97.2372936851,128.040385597,28.5197316833,455.580664469,236.224469048,135.530516178,136.659422115,158.732314946,20.350822091,74.9232254479,123.649084756,116.360791227,147.623141819,542.636774857,230.878838428,129.42706411
Guinea-Bissau,GNB,2000,0.0659487155712,44.4796786585,1.20397850566,96.1915303401,132.417060873,31.3344402692,486.313299685,254.007928006,134.308475557,125.697447414,145.493840573,29.0942234942,84.0114612412,135.304943787,125.251718749,163.061694591,603.673474154,277.166115376,160.889491638
Guinea-Bissau,GNB,2005,0.0504819911564,42.7509372837,1.78178534814,102.541603848,141.625942748,35.0294208911,484.271852594,222.119133244,125.42978018,112.31927097,128.94030442,40.1496533613,86.1387302936,136.94030752,130.446227643,153.440868828,621.600226331,319.845866127,210.720369445
Guinea-Bissau,GNB,2006,0.0490301517412,42.8873391193,1.88022994048,102.746063865,144.178681329,35.7348037304,486.324749509,228.115772386,120.772203854,104.94697252,120.27733058,42.3267975678,87.2247065042,138.259409955,132.382529237,153.687586065,629.702589858,326.977271717,223.027545438
Guinea-Bissau,GNB,2010,0.0456259197203,43.6176323621,2.01137902228,100.762608896,158.120442649,37.9812874308,499.879425252,254.906085286,119.153510179,100.425946574,114.815079863,40.3926641045,92.1388752052,144.103488334,139.618210707,157.056055128,658.019372379,350.974986791,248.811761444
Guinea-Bissau,GNB,2016,0.0473827852111,47.2678356101,2.12018832666,111.80153823,187.947604859,41.3316740831,540.43158425,343.511583158,123.884049844,102.381841037,117.475835882,30.5318098326,103.964166807,162.057632239,155.973415487,178.95368936,745.609485019,410.186971516,308.175409349
Guyana,GUY,1990,0.00321857847639,9.61600428407,1.43605485902,90.1758125023,82.9480566606,34.015351433,55.3787419647,105.635653189,13.6116221702,10.899509688,13.3625733314,10.5951334433,75.7132997536,95.761349062,94.0179010718,152.779563411,507.414667603,315.05485974,150.054932603
Guyana,GUY,1995,0.00463864747401,11.9044588014,2.16418753561,111.495867581,88.3233976617,47.4588677743,59.7890960732,134.216099143,18.0392890727,14.8866611027,18.7561178779,16.3144324215,95.9586728654,116.057350169,116.960321285,193.528057986,635.735412244,487.668486954,218.505468474
Guyana,GUY,2000,0.00342969680907,10.0807959531,2.6160053072,80.8248449591,75.6771629997,35.2383641303,36.4738266827,95.3256885094,12.923172814,8.99779928239,11.6087233354,15.0391843411,66.5041902931,71.6993555607,85.15205189,128.93697714,448.544039115,426.440362447,189.486559778
Guyana,GUY,2005,0.00386529578113,12.3891265356,3.79568944149,65.4320236691,80.0520288615,33.4073867926,41.1119212499,93.7848154097,13.8454365332,6.82823817522,9.5202495003,14.6833526352,80.3291960455,82.6849994661,103.822045629,160.49067259,527.293137313,489.710715461,216.188033178
Guyana,GUY,2006,0.00581700802189,11.955347692,4.09619258158,63.7763826459,81.8525687582,33.3121289161,41.4190348675,93.9434602081,14.1578273966,6.72870974453,9.52620222793,14.9611390548,81.9913457204,84.5360268282,107.00191218,164.53290548,539.918113079,503.437168375,222.292268912
Guyana,GUY,2010,0.00907917821659,12.308092497,5.84568182072,59.6273260311,88.2579323962,33.6627743545,36.3053060736,91.6971795656,14.9011314828,5.89028542428,9.36717288667,15.1533935362,85.9694407414,88.5179862333,115.784587754,173.210758654,575.393755466,526.440818538,242.681381607
Guyana,GUY,2016,0.0136870808494,11.1063513978,7.8031833607,60.3757397821,82.8536258416,30.8678874315,23.7403265731,98.8686477776,12.4276167837,3.99589167188,7.93934959054,14.1150467411,79.8138015359,80.9427836617,107.14115648,163.521411606,550.415102958,493.978008816,253.806935438
Haiti,HTI,1990,0.055389609778,75.9642256486,13.5856479112,525.297137455,1264.6226899,246.66129211,2993.07279476,1493.29116051,320.1259393,333.787300107,377.418124869,235.247427397,936.602663867,1141.3239148,827.588260509,1701.09668487,5463.93451057,3995.01944555,829.178768802
Haiti,HTI,1995,0.0640016442669,84.5653544899,19.6162769917,414.36585969,1301.28132045,233.410103122,3137.39458482,1584.27637847,344.677306661,355.36598137,403.191438484,361.849140266,981.999643471,1225.01535476,1017.1150605,1805.95823558,5762.66014982,4204.5965813,850.545676764
Haiti,HTI,2000,0.0730838431131,91.1721965077,27.1130992121,479.494973503,1287.92594331,232.297924612,3132.38671142,1610.14085687,366.539403549,369.303858658,422.385063167,496.854197603,984.714422985,1253.20681145,1050.87926588,1834.93756381,5929.25295837,4386.40787082,963.3696509
Haiti,HTI,2005,0.0990026922684,100.706171616,37.0263084877,513.845969936,1297.22790854,230.882713731,3278.42146707,1691.65203599,402.064306819,399.126336025,458.713641033,553.604211181,1040.43804945,1341.16197846,1143.24669324,1953.45394916,6415.1100444,4822.87766096,1190.56159917
Haiti,HTI,2006,0.101893785941,102.268866972,39.4136455403,540.001497743,1292.46495161,235.661455532,3332.03265459,1681.03135617,410.462188793,405.635929758,467.009665573,546.513350059,1059.67451536,1369.80467529,1174.65484282,1991.17415772,6560.01525146,4925.01346011,1246.28798577
Haiti,HTI,2010,0.108927092982,3871.53476999,51.1602867527,694.839331536,1418.19378482,257.299667743,3578.5806518,1660.8041628,518.023654809,541.559382012,630.859285188,425.918916772,1166.69296694,1502.2562071,1314.92142267,2201.13241835,7274.69777465,5392.55976702,1513.15222003
Haiti,HTI,2016,0.12126363082,160.839329734,71.8913090076,807.606200203,1557.54164404,291.898908068,3927.93215923,1961.45751301,493.018134533,449.945730707,533.311998855,309.306815924,1358.55087289,1728.70355303,1525.38290522,2610.9156969,8474.93774897,6302.63059283,1921.39939001
High-income Asia Pacific,,1990,1.40922019066,4195.4035596,203.342454592,-3220.67818254,93487.8353856,13735.7889429,1054.83965402,32894.4800887,767.275487514,149.002672196,213.077437298,1717.424763,28984.7379695,13211.038472,30384.5102392,54976.991784,166755.777131,67277.0941759,25496.2275849
High-income Asia Pacific,,1995,1.84080034689,5851.87294359,335.808607452,421.840731789,103373.423895,13219.3242741,202.683728878,34203.3831375,850.474452202,119.339939776,199.111773878,1890.8100897,28550.3496052,9443.04506285,25864.525985,55309.9481447,164541.116863,77412.7567846,28204.4722226
High-income Asia Pacific,,2000,2.47699297352,6869.48555776,544.51607412,2231.70226677,113957.804293,11994.6938984,68.3160756735,35235.0529041,848.01158301,103.247323353,210.227086432,2086.11776391,28966.9353901,8469.4087725,24628.9724986,54908.2270193,161665.785158,88380.1308737,32579.0249766
High-income Asia Pacific,,2005,3.28211487154,8195.91094055,690.862833626,3213.52030205,124714.536465,11873.3725841,60.095888295,40116.2228445,971.680541662,116.107719292,319.872181212,2253.25111415,30718.5982169,8861.03305525,26157.3972798,59096.736481,171332.101211,100363.974904,39023.2577541
High-income Asia Pacific,,2006,3.53336019431,8424.23408886,714.895374349,3241.05763817,126149.405909,11985.9733574,58.1701550469,40445.0260554,999.680035014,121.518009504,357.892617149,2272.25034083,31101.3836159,8960.10138373,26447.3425385,60011.1039206,173314.900953,102994.377493,40282.0059702
High-income Asia Pacific,,2010,4.45982229738,9501.19543436,869.563776967,3490.6071634,133882.914359,12156.5661394,50.7315602169,42074.9887155,1115.60086104,136.518498252,494.837107991,2295.38335314,33185.6682775,10203.7132908,27848.408535,63858.8719692,182681.797864,113592.496513,46071.2920895
High-income Asia Pacific,,2016,5.93320778137,11667.1657991,1430.89033493,5072.09928333,148878.137265,12953.4935059,42.8269028162,51507.2244861,1324.35706925,153.755686943,666.761580752,2519.22161419,37683.6766168,12842.3807741,32700.6940725,73895.2552894,212123.723914,129894.038919,55647.9729036
Honduras,HND,1990,0.184318271542,48.6172375197,32.3389344509,279.097675782,318.157450493,180.730309514,896.295313121,593.674006252,97.8615857393,229.534969619,263.319676546,48.9771633226,272.078314971,457.925408475,289.761080759,920.673840232,2076.22664927,1124.27749224,644.84336887
Honduras,HND,1995,0.286437580543,61.7579649269,47.9078656711,364.86031225,422.34949279,214.928802301,1028.79453817,748.61458288,91.637641715,229.598275583,260.97351673,58.4463786591,346.354786647,559.85309932,371.369970772,1203.62432872,2610.12368286,1467.05913022,935.700981797
Honduras,HND,2000,0.445969271621,76.6004020235,67.5568887615,478.813289365,504.810583753,256.081836314,1127.61321029,928.463906485,91.4461069854,225.156199046,258.602798463,73.4438079351,432.162308366,669.83201338,482.103243075,1547.19003126,3267.33171407,1945.59907093,1312.39754446
Honduras,HND,2005,0.558565272783,93.4739584124,94.2249719576,597.444941444,611.006609499,302.075430355,1210.98000272,1131.01088023,88.240562737,198.016600597,243.663570414,78.2954540047,522.445672428,766.45312448,573.649207497,1871.28258887,3937.98473274,2489.35714098,1694.63893973
Honduras,HND,2006,0.5844202043,95.9234392341,98.9202561467,608.395292846,619.529956906,310.579399681,1225.22922389,1138.47456074,87.1985304914,193.549875985,240.821124449,78.3504580415,535.947044234,779.860008256,583.208273943,1922.10464045,4052.82563801,2558.45752384,1768.15912739
