Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),No access to handwashing facility (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Smoking (deaths),Secondhand smoke (deaths),Low physical activity (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),High body-mass index (obesity) (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High total cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths)
Southern Latin America,,2016,22.6260161953,103.184699389,1516.79992137,5945.99085025,26.530544385,18.4637169197,6.47064025329,3972.68297781,308.156331744,256.473144489,959.645359899,890.573110766,2377.75685662,3783.29300143,97.6605833212,1176.57132631,2079.71701295,3229.69209329,1339.46364693
Southern Sub-Saharan Africa,,1990,135.742772676,205.72826473,2854.11348114,17894.5635448,2478.03701442,3544.04929173,2747.20785815,8821.17864743,973.465792976,373.046724094,2746.23463048,1542.37386596,18970.1935936,5949.67445649,3797.17442995,3610.35373606,1718.31640193,5357.32199685,4231.60298825
Southern Sub-Saharan Africa,,1995,96.965607856,228.869234475,4402.93447386,18063.2245159,2458.59182048,3651.24529457,2962.25974921,8701.08699226,813.893345036,385.489848792,2686.51942356,1501.90501605,81526.6291918,6025.69520727,3360.59640738,3524.61565726,1776.94198275,5339.69999834,4420.92143209
Southern Sub-Saharan Africa,,2000,157.255404595,341.425377686,7237.93535335,25756.9886634,3057.5246598,4102.62491331,3320.97326776,12010.2503686,1200.63223228,583.083552314,4050.1710457,2305.63466033,229290.595001,9381.9231427,4829.6326086,5131.95716153,2761.02182216,8105.47152575,7294.89826434
Southern Sub-Saharan Africa,,2005,256.736719039,373.030709232,9056.02054323,30423.9854942,3228.05201582,3930.01737625,3091.40475224,11601.0663147,1380.73987861,626.080897937,4384.82352144,2433.88379411,358596.301911,10708.8129085,4784.34234383,5505.42629965,2910.17856414,8525.49992463,9170.11645992
Southern Sub-Saharan Africa,,2006,259.838866273,372.875624192,9009.06556151,30302.7074697,3178.55775982,3841.9369698,3048.20478558,11051.6459805,1335.00382814,601.569298968,4214.87088562,2323.37333575,365006.847861,10366.7054276,4596.81084088,5225.99463812,2785.23023984,8196.07256891,9036.64481992
Southern Sub-Saharan Africa,,2010,205.908150107,296.951341688,7376.6075229,24393.3669018,2748.36045121,3340.29832297,2740.43142764,8053.58615858,991.086918566,445.911105654,3170.40616373,1723.51332061,310840.67606,7793.06863868,3467.46710388,3692.17888041,2062.93766391,6223.56465954,7148.28897219
Southern Sub-Saharan Africa,,2016,152.113826681,325.875979555,4525.27953156,22950.6112836,2487.7458696,2874.01221664,2276.62607669,8038.31650745,1006.98032591,506.264682412,3607.2451422,1904.43114507,155429.034088,9557.02422949,2770.58998,4227.57867575,2366.03603325,7142.26992888,8115.57707533
Spain,ESP,1990,2.37765472463,72.0409295069,1079.4854169,6078.83477053,3.66158446295,0.854544772202,0.912702869269,3833.11726055,163.672553766,251.842256302,808.10614307,391.483399846,1673.94598881,1694.47427429,167.146646989,622.02565192,1739.33782972,1759.82853731,582.196511973
Spain,ESP,1995,1.96548440117,65.7516019951,1921.53617267,5091.05118114,2.94821680323,0.713390719186,0.698313490588,3853.7618097,149.344166602,242.298560567,579.679846567,286.05229615,4320.56080361,1721.72740676,92.6308269769,580.254252348,1662.60103866,1858.46640716,568.644935589
Spain,ESP,2000,2.09417299006,69.5781860259,1484.79391945,4803.10192216,2.7677221583,0.838013358321,0.688390892478,3913.70133144,132.227261629,237.566733257,423.128319301,289.766812495,1354.30342623,1721.84031565,58.2773669335,562.3523743,1595.60912772,1866.71406512,557.885029142
Spain,ESP,2005,2.10214780677,63.1333196013,1295.56650067,4476.87744507,2.7893975339,1.01444209273,0.58163801864,3981.52684103,115.633936889,240.918986904,472.871657795,357.032575146,1238.14605995,1765.05010585,41.0295988523,561.351602078,1566.53716025,1828.34504728,539.160468954
Spain,ESP,2006,2.02896626097,62.3650591374,1247.27217518,4370.40662174,2.76685468312,1.04525870669,0.559647888736,3932.52908382,111.250356898,239.068186774,481.460711234,388.958473283,1138.63412596,1757.40347873,38.0453186066,554.17337581,1551.39424497,1810.39036552,533.1525096
Spain,ESP,2010,1.81502978273,49.9158132286,1074.66505912,3641.66025339,2.4891712693,1.10679908149,0.466439282356,3412.00248788,92.7359129124,212.438330817,429.786465931,402.240679386,848.064661407,1525.93198934,26.3163989394,475.514761455,1348.81740364,1603.36218351,464.526083402
Spain,ESP,2016,1.56448425814,42.8718409511,927.306529977,2924.02256374,2.0918769912,1.00700476526,0.341976387989,2714.25429628,82.4771759513,175.562420306,370.057928097,355.902404453,564.053910831,1256.1647262,16.7079940023,394.753324824,1099.49870826,1351.49201859,377.548580431
Sri Lanka,LKA,1990,63.1572307054,30.4753199202,345.074958587,805.251996472,106.300487383,192.668359995,186.17186743,1161.02660708,197.990715044,124.864311336,695.165071897,661.986699408,83.7750481406,623.999110387,1219.60222584,770.813708924,1326.08514406,1623.94845602,760.736133497
Sri Lanka,LKA,1995,80.8993759068,44.410672193,349.047522402,1102.39973239,85.9025919678,147.268362106,142.535633843,1318.1286512,219.30764236,139.396879396,812.205711823,751.429987671,116.500497035,823.439785418,1329.06233709,883.822615706,1526.00498365,1858.79892175,960.88263185
Sri Lanka,LKA,2000,20.2901661119,57.14271939,398.867988803,1425.77033593,59.4030845361,82.8910680703,76.942013191,1504.98967336,216.636640811,159.073632163,941.118938093,840.188240343,150.760865913,1059.49881154,1337.98303406,978.815263945,1732.72753254,2133.07649122,1197.73502951
Sri Lanka,LKA,2005,10.7521226932,63.1118236763,355.143983127,1599.00301617,43.3381401403,53.7720064982,47.9489541999,1295.80811482,187.135066929,137.988598934,874.098951677,714.889334818,152.836455902,1127.31308209,1112.71723298,837.893440844,1457.63697237,1980.50119961,1231.49768513
Sri Lanka,LKA,2006,9.84040093982,56.9495439493,347.903049425,1618.85516853,40.5763852222,49.1880473673,43.5256494819,1272.75523151,188.546279914,137.50646795,875.902196025,707.219432289,151.825315013,1166.86874329,1094.36318412,820.963675086,1445.87491127,1973.36286394,1256.23268987
Sri Lanka,LKA,2010,8.53761006462,52.4872350309,335.330021494,1750.41901274,30.8579786682,35.2003351367,29.5017900164,1112.90986399,175.255028617,128.699474563,819.446388799,634.632584756,139.7170272,1218.75577726,943.43399038,721.394714078,1305.47282982,1871.83964714,1258.3042946
Sri Lanka,LKA,2016,6.17543563339,50.7850612631,387.563419124,1931.2171704,20.5926668743,23.0646851448,16.961524424,906.705370794,140.18737218,114.607713299,674.520580135,519.622205281,110.135418872,1100.99801236,644.059430981,610.337619598,1115.19494861,1642.07631873,1118.52207341
Sub-Saharan Africa,,1990,6288.98223421,895.823037027,8242.49308249,90992.1268565,37241.4966426,53118.6483228,46460.8628777,33655.6883432,4198.50651539,2132.46040632,19714.7425775,14391.7734246,163761.326631,19703.8192029,47384.5506129,28474.804308,13082.2849741,38364.1463207,21734.9922236
Sub-Saharan Africa,,1995,6889.46040582,1015.20642512,18563.0813665,102583.440088,41668.7054482,59338.5596135,52118.1218865,36434.1340575,4448.32862106,2469.34294955,21809.8935998,16074.3350795,459318.096538,23355.2160173,52120.5788023,31557.58271,15754.9675713,43628.867591,24502.2504946
Sub-Saharan Africa,,2000,7245.83795065,1196.23157009,32182.8325268,123203.006283,45302.765733,63822.458181,55959.1314433,41852.3772112,5260.48909104,3012.72859973,24919.9382197,18326.0079054,835989.714129,31718.3844771,57556.0521089,35999.5134319,19368.8396056,52214.5255243,30001.1263935
Sub-Saharan Africa,,2005,7325.15957593,1281.30982451,39202.2957935,130121.490511,47204.5113351,65705.2950011,57352.4043717,42039.0592257,5429.20621506,3232.36053494,26000.6267845,18994.7555735,1055321.32262,37176.8513964,58782.7139733,35820.1799502,20445.8195555,55434.6402079,33222.1859353
Sub-Saharan Africa,,2006,7359.48897503,1304.23619463,39284.4876577,130094.770307,47633.6745962,66133.5074071,57745.2595023,42005.6925288,5354.80099991,3241.26098106,26039.5826759,19054.0228889,1053463.52365,37723.1977787,59139.5989444,35875.3553698,20519.9315217,55907.2289218,33473.7681444
Sub-Saharan Africa,,2010,7274.30539903,1296.51627421,35341.9271664,124920.13806,48467.6680238,66642.7488663,58164.1950979,42122.5906824,4980.85403173,3253.88414638,25961.2012614,19184.1157494,908193.813946,38126.9451091,60408.4731906,35715.0324866,20619.1239073,57283.5403603,33298.4204393
Sub-Saharan Africa,,2016,7168.81427409,1520.5599994,26851.100034,128996.377502,49865.7528317,67819.2468904,57770.4404207,46207.9205982,5155.17234816,3713.25605983,28882.3751162,21217.5136892,565560.768878,47621.1792819,63423.4509607,46850.991827,23181.372188,65603.3271852,38363.5683889
Sudan,SDN,1990,340.108338733,67.0877185409,265.208407883,1695.66288969,204.102086852,261.333394981,235.810290843,1844.32565188,85.4746540833,506.656004577,1881.43299502,1519.38632837,423.898831348,2544.81792677,2916.4338077,1984.27903802,2478.43120276,3879.20772622,1247.27633387
Sudan,SDN,1995,385.006374226,83.0036771052,466.080796145,2279.62376084,240.324022864,297.596965861,268.407274368,2273.37322157,67.1657579854,624.309871849,2317.29306692,1870.89504343,941.953052114,3227.19871961,3489.64279624,2429.79677384,2950.97311302,4798.10388616,1540.48053259
Sudan,SDN,2000,388.767231977,93.4814678437,652.821915323,2284.64521279,271.587616013,326.771274933,294.124360941,2431.16222279,70.9057551813,658.692584761,2410.70906226,1942.81236696,1400.38947857,3578.82291347,3460.17587864,2556.09586517,3016.8058258,5163.7626654,1669.25903819
Sudan,SDN,2005,333.679331857,101.586076207,803.27695681,2168.32883844,296.745664869,359.946075854,324.216674546,2537.33883267,79.9616626534,683.657496717,2412.61013985,1942.51830976,1707.85260411,4081.54290404,3305.36929148,2592.0444278,3100.84954893,5401.56539171,1778.55445083
Sudan,SDN,2006,328.879295384,103.649597045,828.304938174,2176.892801,302.322441964,367.63162514,331.383653975,2570.05510103,83.95049012,693.001752578,2428.08375399,1956.25445251,1751.30325111,4201.53294441,3292.17470467,2627.57433851,3163.07942317,5476.96573269,1806.22049146
Sudan,SDN,2010,298.67391263,112.762177481,879.444559154,2256.99264473,287.521687393,336.788868906,304.767774708,2669.4856347,99.33539829,731.302742304,2472.10618011,1987.80815705,1791.74144412,4555.25880806,3082.95664579,2746.04138071,3440.28945783,5704.4881766,1888.92811889
Sudan,SDN,2016,256.270400062,134.817086777,916.538648165,2411.51921789,250.026951904,267.866581112,244.765275181,3058.69922456,78.1932766833,820.721223568,2652.76684256,2124.52422459,1756.23220817,5266.25818601,3079.61887772,3337.18563542,4084.16801764,6277.39396519,2101.47016293
Suriname,SUR,1990,0.421458256514,0.629003280706,8.77686471833,51.7693418927,2.44369782766,3.842514871,2.40516342244,32.0265529849,4.8552725129,4.74621358138,19.3825603942,16.287245177,12.7226094053,32.2410643146,14.4424446697,18.2007899619,27.3692396208,34.9352699913,23.4150169571
Suriname,SUR,1995,0.404968139627,0.707124426707,10.1501135429,54.3898309043,2.39772676864,3.59870955435,2.16866121103,37.1202343187,5.1619592032,5.07904603312,20.9991282713,16.664575799,33.4434550158,37.7794388864,13.4488702299,20.0180899977,28.6301237317,38.4514573015,27.7176695089
Suriname,SUR,2000,0.403729820374,0.877505552377,11.5241576161,66.2393405373,2.32628104397,3.16155635715,1.81107152234,41.3240355051,5.70166093009,5.34748822037,22.315775447,17.0321994996,75.0344811473,45.0561038788,11.9464428603,21.1894255747,29.0080401535,42.6137477555,33.3777434333
Suriname,SUR,2005,0.351024495654,1.22377389712,13.1808088634,86.5828234797,2.18838537906,2.73026395801,1.4257549515,46.3653431732,5.93009513761,5.84774240436,23.2694600963,18.5149973152,102.313344895,54.4498404045,10.4988486733,17.7515506208,31.0763750756,47.4143144731,38.2891853858
Suriname,SUR,2006,0.352210877977,1.27893928847,13.4352142239,89.9627162684,2.14566269182,2.65764308005,1.3536951772,46.8929617311,6.00709170965,5.90216219362,23.0786300263,18.5803672808,101.829809117,56.36206495,10.1715496605,17.5065101585,31.2426533418,47.9100930302,39.4134419304
Suriname,SUR,2010,0.337223108869,1.47600231738,14.3826938036,101.866508365,2.03045513561,2.43943928543,1.10608449132,51.2922990277,6.13479911944,6.46545324976,22.7940185441,19.6238268922,74.1914901065,66.5731579003,9.78871312063,17.2635583881,33.5545871698,51.5531191263,44.5069775707
Suriname,SUR,2016,0.273243323347,1.46014166785,14.2070612248,100.611728789,1.72279121666,2.063079619,0.849120252144,51.4535741118,5.53971161174,6.25624726596,19.8797748572,18.2770039122,46.6700250397,67.9555415205,7.00530474644,20.0498707182,32.0779701463,49.3047892682,43.526650912
Swaziland,SWZ,1990,1.49326691067,2.39028261144,19.3992510874,192.289624178,54.3883178531,81.6733308478,66.6053532788,62.157163655,7.29910551217,4.20918184128,25.9817452046,17.1075627777,88.1363671329,70.377096008,70.5980724042,34.7248619864,11.6521229555,58.63444974,60.2615682758
Swaziland,SWZ,1995,1.19745597148,2.73599248462,41.2541442478,202.426665169,55.1880756209,83.1452510704,69.3738768763,67.2934976322,6.63913623418,4.45456713824,27.0409462282,17.1592852047,1273.54382313,72.4428872994,69.3906235665,36.603874798,11.939035449,58.9021580182,66.0294995311
Swaziland,SWZ,2000,1.50826734668,4.13835786364,109.702907983,335.120907392,64.8146142451,92.6335441275,80.1231819321,97.6258586946,10.423402963,7.0801534099,41.3782517879,26.5875930375,5027.99318734,121.335804965,96.0740043737,54.6435709853,20.6682647786,88.2818791416,119.090749338
Swaziland,SWZ,2005,2.27717115252,4.78387278305,157.199061078,445.93666113,68.4249344865,95.9603447423,83.7666898205,115.9309545,11.1268334008,9.57950664642,52.5405736392,34.5468293178,7570.41857401,174.596382893,108.507905171,65.2744638771,29.6367836335,111.365405544,186.509642147
Swaziland,SWZ,2006,2.25924463655,4.68888220397,155.696441187,438.406154759,67.2644974965,94.7898116098,82.8834461673,114.312514802,10.6974216183,9.49866023679,51.4972470145,33.9594178141,7493.55818244,173.087540425,104.352126913,62.9846204615,29.613094498,109.632907544,186.895877375
Swaziland,SWZ,2010,1.80912956935,4.38544878564,139.449645392,395.9447989,65.0877511388,92.4248822455,81.3303165444,112.855367779,9.62836453741,9.39283837125,48.9542854009,32.0949882937,6568.72634225,168.828514101,85.8314156976,56.7161125463,29.7657093407,104.473724244,185.096118395
Swaziland,SWZ,2016,1.15566656357,3.80081047685,88.531193493,337.143293786,53.1399222041,76.7252099268,66.2457964949,97.3987091135,8.65268955312,8.54869544074,43.5678955665,28.5972922437,3448.55870191,153.527648706,59.9106031017,54.17593453,28.403150927,94.0153124896,160.649589162
Sweden,SWE,1990,0.316714139558,12.2841975199,129.535168346,634.448121283,0.637861917903,0.0786393019896,0.0710348654244,543.728239235,38.0300730363,58.9805844057,186.480518206,165.718153707,81.3894399316,325.181208266,12.3528376332,81.6476713757,419.150003274,431.224823103,182.256781364
Sweden,SWE,1995,0.280161478731,10.4473872693,160.279149304,571.624144506,0.472216043627,0.0620455846831,0.0506305044467,422.72372732,32.6665961031,48.3937142754,146.912018324,130.271079927,121.929771386,278.362229505,7.39934751572,60.8461173213,332.867698788,357.400283157,150.034101482
Sweden,SWE,2000,0.267561120646,8.54354208508,198.474536093,521.078817387,0.357737964564,0.0807954740674,0.0570537640622,317.783269853,26.1302969344,38.5048130051,114.521471024,100.925994328,50.1492097357,242.695226629,5.07202242242,45.0347334622,249.742695614,275.848032444,128.447035728
Sweden,SWE,2005,0.258858484071,7.5285952199,199.820514211,460.654823863,0.325902525137,0.143910328518,0.0932750556406,234.429745222,22.4806401482,31.7007482861,91.4420474048,79.4169166608,46.7278640076,213.121936788,3.88410384383,30.5911170853,195.845848661,218.347533543,112.88857928
Sweden,SWE,2006,0.25965988689,7.19807075206,202.702016345,445.682724806,0.323628483639,0.158863456957,0.101749655859,215.701239346,21.6923312548,30.1187966615,87.0758964467,75.2486084867,45.1629893646,206.511451461,3.6359245162,29.2092651345,185.250879037,208.057528743,108.128653561
Sweden,SWE,2010,0.249547059024,6.33842177335,244.129915489,405.010850474,0.339237241337,0.231200598852,0.140382957361,152.765408733,19.8524819715,26.4249181067,71.7987562217,62.5473221895,40.584217176,192.228841046,2.86920674864,25.4761175585,159.085834071,182.125223805,99.3856457222
Sweden,SWE,2016,0.252016563669,6.01611292939,295.775013933,407.042147978,0.340507975737,0.236798037618,0.130323641958,123.970990336,18.674962792,26.0605368984,64.3224226581,57.9066910882,40.9257010105,190.20150611,2.44397386056,21.6031654332,147.317559282,173.086678701,96.4430541735
Switzerland,CHE,1990,1.23874811047,12.7465007332,407.195674097,825.827656534,0.405585301287,0.159945082783,0.131814292331,532.538950744,22.5508539497,42.1857602014,114.017304697,104.595113084,154.528999011,205.233991719,7.87852070094,111.194448926,318.539843166,316.253105667,86.6465899029
Switzerland,CHE,1995,0.724257151308,9.89151400631,438.728448824,667.96145009,0.350984068094,0.107410661077,0.0819021329564,524.885538305,19.1439652962,38.736126416,112.83571918,94.8724895755,492.827033044,189.640168114,6.39055101515,96.2074056206,284.815847744,265.772850831,80.5036890102
